2.080733E+00 	  1.25086E+01
2.224304E+00 	  1.31320E+01
2.377781E+00 	  1.35165E+01
2.541848E+00 	  1.37720E+01
2.717235E+00 	  1.39567E+01
2.904724E+00 	  1.40941E+01
3.105150E+00 	  1.41991E+01
3.319406E+00 	  1.42699E+01
3.548445E+00 	  1.43185E+01
3.793288E+00 	  1.43972E+01
4.055024E+00 	  1.44122E+01
4.334821E+00 	  1.44148E+01
4.633924E+00 	  1.44092E+01
4.953664E+00 	  1.43980E+01
5.295467E+00 	  1.43830E+01
5.660855E+00 	  1.43657E+01
6.051453E+00 	  1.43470E+01
6.469004E+00 	  1.43275E+01
6.915365E+00 	  1.43080E+01
7.392525E+00  	  1.42890E+01
7.902609E+00 	  1.42709E+01
8.447890E+00 	  1.42537E+01
9.030794E+00 	  1.42373E+01
9.653919E+00 	  1.42193E+01
1.032004E+01 	  1.42018E+01
1.103212E+01 	  1.41850E+01
1.179334E+01 	  1.41691E+01
1.260708E+01 	  1.41542E+01
1.347697E+01 	  1.41404E+01
1.440688E+01 	  1.41275E+01
1.540095E+01 	  1.41156E+01
1.646362E+01 	  1.41047E+01
1.759961E+01 	  1.40947E+01
1.881398E+01 	  1.40856E+01
2.011215E+01 	  1.40772E+01
2.149988E+01 	  1.40696E+01
2.298338E+01 	  1.40628E+01
2.456923E+01 	  1.40566E+01
2.626450E+01 	  1.40511E+01
2.807676E+01 	  1.40462E+01
3.001405E+01 	  1.40415E+01
3.208502E+01 	  1.40372E+01
3.429889E+01 	  1.40333E+01
3.666551E+01 	  1.40298E+01
3.919543E+01	  1.40267E+01
4.189992E+01 	  1.40239E+01
4.479101E+01 	  1.40213E+01
4.788159E+01 	  1.40191E+01
